"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.381594493E0,8.839861155E-1,-1.231814623E0,-4.846804142E0,5.078416004E0
1.386588400E0,5.976346135E-1,-1.399498224E0,-4.716645718E0,4.956057832E0
1.391582306E0,2.952101827E-1,-1.560838699E0,-4.515807152E0,4.787053450E0
1.396576212E0,4.305103421E-2,-1.716161966E0,-4.354156494E0,4.680357258E0
1.401570118E0,-2.408077419E-1,-1.913703442E0,-4.226572990E0,4.645876502E0
1.406564025E0,-4.614745080E-1,-2.082199574E0,-4.147064209E0,4.663330927E0
1.411557931E0,-5.291180611E-1,-2.307991505E0,-4.067610741E0,4.706617453E0
1.416551837E0,-1.587024331E-1,-2.448125839E0,-3.911727428E0,4.617371337E0
1.421545743E0,-3.353295326E-1,-2.789468288E0,-3.660511494E0,4.614425601E0
1.426539650E0,-5.709977746E-1,-3.064489603E0,-3.667240620E0,4.813085159E0
1.431533556E0,-9.705025554E-1,-3.264186859E0,-3.873613834E0,5.157681184E0
1.436527462E0,-1.465603113E0,-3.207728148E0,-4.235836029E0,5.511789112E0
1.441521368E0,-1.677970409E0,-2.981898308E0,-4.500406742E0,5.653402786E0
1.446515275E0,-1.880001307E0,-2.801716805E0,-4.500754833E0,5.625016981E0
1.451509181E0,-2.072088480E0,-2.804884911E0,-4.443237782E0,5.648299922E0
1.456503035E0,-2.064315796E0,-2.956689835E0,-4.395224094E0,5.685192110E0
1.461496889E0,-2.001361132E0,-3.065149307E0,-4.428592205E0,5.745695395E0
1.466490743E0,-1.921950221E0,-3.134763002E0,-4.452625751E0,5.774643523E0
1.471484598E0,-1.797470093E0,-3.160594702E0,-4.405465603E0,5.712126117E0
1.476478452E0,-1.651448965E0,-3.104649305E0,-4.354120731E0,5.596829311E0
1.481472306E0,-1.473717690E0,-3.129632235E0,-4.322335720E0,5.536156413E0
1.486466160E0,-1.330130816E0,-3.140122175E0,-4.314605236E0,5.499584857E0
1.491460014E0,-1.205568314E0,-3.103069305E0,-4.292479038E0,5.432109201E0
1.496453868E0,-1.094719172E0,-3.056973934E0,-4.246346951E0,5.345555362E0
1.501447723E0,-1.050045252E0,-2.911363602E0,-4.262109280E0,5.267277149E0
1.506441577E0,-1.014299631E0,-2.766594172E0,-4.339662075E0,5.245523232E0
1.511435431E0,-1.026011467E0,-2.627286434E0,-4.435941219E0,5.256701251E0
1.516429285E0,-1.047219634E0,-2.454911709E0,-4.474711895E0,5.210211800E0
1.521423139E0,-1.049905300E0,-2.220620155E0,-4.504091263E0,5.130330703E0
1.526416993E0,-1.001500130E0,-2.014885187E0,-4.471863747E0,5.006029384E0
1.531410848E0,-9.172380567E-1,-1.794294119E0,-4.454822540E0,4.889402919E0
1.536404702E0,-7.787960768E-1,-1.610981941E0,-4.472256660E0,4.816935310E0
1.541398556E0,-5.866314173E-1,-1.435636759E0,-4.500484467E0,4.760204802E0
1.546392410E0,-3.554456532E-1,-1.372863531E0,-4.439435959E0,4.660438555E0
1.551386264E0,-9.022685885E-2,-1.331232786E0,-4.203679562E0,4.410356389E0
1.556380118E0,2.277396321E-1,-1.310384035E0,-3.846423149E0,4.069882394E0
1.561373973E0,6.122717857E-1,-1.333904028E0,-3.482691765E0,3.779327801E0
1.566367827E0,9.822015762E-1,-1.396798849E0,-3.169758320E0,3.600435358E0
1.571361681E0,1.333570004E0,-1.475222826E0,-2.926380634E0,3.538134389E0
1.576355535E0,1.601135850E0,-1.593150139E0,-2.742592812E0,3.552967591E0
1.581349389E0,1.753561258E0,-1.669662952E0,-2.555880547E0,3.520692663E0
1.586343243E0,1.769458532E0,-1.719531298E0,-2.394659042E0,3.438337289E0
1.591337098E0,1.689484477E0,-1.714715719E0,-2.291974545E0,3.323816347E0
1.596330952E0,1.520438671E0,-1.679775953E0,-2.161474705E0,3.131350173E0
1.601324806E0,1.311476231E0,-1.639376163E0,-2.007705212E0,2.904893169E0
1.606318660E0,1.101358414E0,-1.618103266E0,-1.820885658E0,2.673363633E0
